,0
0,0.10444151903619074
1,0.10444151903619074
2,0.11425168190426371
3,0.10444151903619074
4,0.10597929959943907
5,0.10634874168251857
6,0.10549634818905756
7,0.10634666229333373
8,0.10496717928994204
9,0.10558663395560346
10,0.10463350870027342
11,0.10456257442672016
12,0.10473863520653667
13,0.10463350870027342
14,0.10444151903619074
15,0.10650253138506129
16,0.10532817918430418
17,0.10090203580236518
18,0.10473863520653667
19,0.10444151903619074
20,0.10444151903619074
21,0.10511424350908778
22,0.10603835392071123
23,0.10371765206432182
24,0.10518937375113287
25,0.10456257442672016
26,0.10482104802527419
27,0.1049553725327668
28,0.10444151903619074
29,0.10444151903619074
30,0.10282836114145387
31,0.10463350870027342
32,0.10444151903619074
33,0.10475456409080285
34,0.1025543759956155
35,0.10444151903619074
36,0.10444151903619074
37,0.1179946222242083
38,0.10444151903619074
39,0.10456257442672016
40,0.10456257442672016
41,0.10444151903619074
42,0.10490170247755064
43,0.10481861841985791
44,0.11402353462643039
45,0.10549648070974094
46,0.10463621358764919
47,0.10514967623997136
48,0.10471128957160811
49,0.10444151903619074
50,0.11425168190426371
51,0.10456257442672016
52,0.10597929959943907
53,0.10682947649133293
54,0.10518330313444543
55,0.1067237616770009
56,0.10473863520653667
57,0.10532243244794443
58,0.10481861841985791
59,0.10511424350908778
60,0.10494210341580362
61,0.1049553725327668
62,0.10461757981600725
63,0.10456257442672016
64,0.10444151903619074
65,0.10444151903619074
66,0.10444151903619074
67,0.10444151903619074
68,0.10444151903619074
69,0.10465006604473773
70,0.10485559799352952
71,0.10444151903619074
72,0.10995157437309952
73,0.10461757981600725
74,0.10629190765341336
75,0.10615675201843588
76,0.10585602760734249
77,0.12217339302936102
78,0.10480003805110111
79,0.10493332975799514
80,0.10505124326051096
81,0.10608054342643466
82,0.10557442695044772
83,0.1067110783936083
84,0.10577871980726154
85,0.1362262591804262
86,0.10698747641550521
87,0.13642599373799463
88,0.10578062983631584
89,0.10889597194102173
90,0.11170282210604757
91,0.1328149857597795
92,0.15687586775354434
93,0.11775675631933076
94,0.1187720800499418
95,0.10616998226789985
96,0.10842955031151742
97,0.14704371096504087
98,0.10589347007362598
99,0.10549377249817123
100,0.10533998032113032
101,0.13785800842677348
102,0.10727518669218236
103,0.17261679341605196
104,0.1268914377971501
105,0.11400454726850834
106,0.13850901165876023
107,0.12991616398551867
108,0.13071673541333645
109,0.12045036622422868
110,0.120744075707469
111,0.1101966761599747
112,0.12204240273927124
113,0.16711464833214018
114,0.1655967421010641
115,0.1307109522837558
116,0.11668312265337769
117,0.16793440826906564
118,0.14723768450489064
119,0.146044287196078
120,0.1309147404333614
121,0.1444899526133446
122,0.2660469696815344
123,0.2170507358907711
124,0.13670046309949524
125,0.17939039433798867
126,0.16096409806949116
127,0.15745389632260057
128,0.17873744704280642
129,0.17377083140261593
130,0.19018432018902454
131,0.19733268787411223
132,0.18132136792117948
133,0.19725498071569583
134,0.180249514523001
135,0.19938674964478525
136,0.14342613279530234
137,0.19717390718129174
138,0.1413857360532437
139,0.1524421330225353
140,0.20857528283845728
141,0.2028212007198413
142,0.2020182846931889
143,0.27946733360692133
144,0.1419582217482088
145,0.15744402195355142
146,0.1372063939705415
147,0.1306703544524116
148,0.19546626918547452
149,0.18557725819656415
150,0.1262557213085299
151,0.135915828955806
152,0.12015839667779522
153,0.1236720953423287
154,0.11716893122678775
