,0
0,0.39023017578291785
1,0.39822582041461274
2,0.3952878313299095
3,0.40066813111394595
4,0.4062967993665403
5,0.4065214253847138
6,0.40055108441464427
7,0.3784120523312886
8,0.43143245412004205
9,0.27295429330046517
10,0.054908632584076855
11,0.09241328277731853
12,0.05449124091047963
13,0.061548689156076364
14,0.09889105873157789
15,0.09401749353992983
16,0.07568057700564168
17,0.052951608330523925
18,0.09637908431441033
19,0.09596437650123946
20,0.08452926371423786
21,0.09925167962984816
22,0.04812106183438303
23,0.04921764835259168
24,0.06751189313664696
25,0.1333655585447424
26,0.05903549042483647
27,0.08164606914667516
28,0.10393423079915465
29,0.10465461343335747
30,0.14777072603113695
31,0.11150117684985972
32,0.11160861459551086
33,0.06749817260973145
34,0.10498184072331185
35,0.13419025801595907
36,0.12366314834003589
37,0.05850176948477781
38,0.10216715988081049
39,0.0879826508553343
40,0.11398339100689014
41,0.12385155202478515
42,0.07046316392246865
43,0.12398287795209839
44,0.1222616239074874
45,0.06935096666209972
46,0.11271130174787203
47,0.07426439105124061
48,0.08606307543732683
49,0.1254445453097759
50,0.07036439029247177
51,0.0862603873168446
52,0.16559085777273808
53,0.11643538230202921
54,0.1186630358110996
55,0.11142087334948414
56,0.08504423844483
57,0.13285915066616738
58,0.12854080323752726
59,0.13190160376149507
60,0.12867213354097728
61,0.13062602711403315
62,0.1300720913724014
63,0.12973558701653332
64,0.1398655087904963
65,0.12938297639813356
66,0.11846289658360121
67,0.12870402958834148
68,0.12809827450853462
69,0.12555423038688573
70,0.1335878714725638
71,0.12797140169493915
72,0.0903850702381952
73,0.13757981847380307
74,0.12777012168821145
75,0.13794707651149452
76,0.13746496105256512
77,0.13139600596144163
78,0.10445084264055282
79,0.126001255734689
80,0.09945372040364475
81,0.13647027762738873
82,0.13044727379084975
83,0.1404924420472966
84,0.121492103287828
85,0.11883950940826438
86,0.1755613443722197
87,0.10688176465781041
88,0.17874390545438246
89,0.1495417822063274
90,0.22462233584189306
91,0.12780897585422935
92,0.22660594273940404
93,0.16699745202568295
94,0.14444560739545764
95,0.16208023477832256
96,0.15880879074803644
97,0.2286726770719909
98,0.1882270081493438
99,0.11545075157915363
100,0.16713272453691275
101,0.14828008716639118
102,0.18508008668823095
103,0.21496704351924478
104,0.15107934119523492
105,0.20083623046351207
106,0.16777943870440026
107,0.19380652631134154
108,0.18959007050893462
109,0.17169536992717838
110,0.15957913299598303
111,0.20064799333733774
112,0.17077306076085108
113,0.13246387747005173
114,0.12529409875900654
115,0.15749205018527235
116,0.16889530466853486
117,0.1945779716713183
118,0.1894097100177845
119,0.1580576806725169
120,0.25132231441189035
121,0.22192162526614823
122,0.16845291991676348
123,0.23243860030692076
124,0.20499605954746158
125,0.16515934334039883
126,0.15934826063922714
127,0.1654150924296438
128,0.16832345868197152
129,0.14404925778275413
130,0.13964884180024129
131,0.12884773585778575
132,0.17624310430426604
133,0.13561793025114
134,0.12869483583796537
135,0.11055817416121272
136,0.15146056785876993
137,0.13295361333993583
138,0.15934152157542059
139,0.17971060428592622
140,0.1283438118589011
141,0.13619114353787865
142,0.12485949278909914
143,0.20892995551465532
144,0.22496545567067372
145,0.26044456254639314
146,0.2386515721600979
147,0.20062979777978995
148,0.14481210344546724
149,0.1040817627339301
150,0.19052863864305536
151,0.2253157872744893
152,0.23610096985295925
153,0.2207161724275153
154,0.14668318747197162
155,0.15016621778884698
156,0.17706828638567274
157,0.1562469646857707
158,0.21673886752708782
159,0.2425257908870897
160,0.1867434991663366
161,0.1969646493036592
162,0.2539476571980295
163,0.20029789786326546
164,0.159042451285611
165,0.1683611229666191
166,0.19680770122111113
167,0.22209090147507382
168,0.12716373991901264
169,0.14419876269465348
170,0.21116956046062896
171,0.14726769932298112
172,0.17573162279891008
173,0.14742981813362022
174,0.23302447325218623
175,0.2887389723016618
176,0.16304582826707303
177,0.18075193016618485
178,0.1487811212764356
179,0.15282701519225483
180,0.3882846389758363
181,0.22580723963519844
182,0.1589447583722432
183,0.21538130768277597
184,0.3370354331917689
185,0.38709310155531895
186,0.39565789960553843
187,0.3824871426134173
188,0.3829952874128999
189,0.4054507202524391
190,0.2576749778309875
191,0.19343704690602692
192,0.14241434366534733
193,0.1551899390956848
194,0.2669446061083427
195,0.14371823182490218
196,0.18511865588408227
197,0.1291559224210701
198,0.12834093231495203
199,0.17353108651556326
200,0.17102213800779964
201,0.1655484533193743
202,0.1322899228138148
203,0.20371230044692368
204,0.27724611627776596
205,0.2467561261373561
206,0.36213684236998134
207,0.38751583997714434
208,0.23756482185591565
209,0.18216261711168258
210,0.20662939051055673
211,0.2239260994873753
212,0.3187437460640332
213,0.23699125750975725
214,0.23262174867564767
215,0.23629649812846054
216,0.24887460238586456
217,0.24532788860253518
218,0.22014633191044553
219,0.24871267954812026
220,0.19439160415233658
221,0.21509717602594947
222,0.20218668650252525
223,0.30549454859513503
224,0.2666988912266284
225,0.1912954575294279
226,0.24464861499003376
227,0.24157757345763287
228,0.26340377645374247
229,0.2599412248796895
230,0.38045633137192425
231,0.34605054919925493
232,0.36515838397377465
233,0.3905775198492094
234,0.32616422831629066
235,0.28157079967006027
236,0.3657421549099098
237,0.36770189037829937
238,0.40102830487790087
239,0.5227239488815307
240,0.39239707465385365
241,0.5433925528849635
242,0.46316552680688616
243,0.3994316775119593
244,0.4753789196444629
245,0.3678131983171866
246,0.5449639364674503
247,0.5469887047127564
248,0.6405800252366234
249,0.5413915163338956
250,0.6650779760316894
251,0.6580853840986798
252,0.6575039541633636
253,0.7521652983528995
254,0.5965453239336007
255,0.5794172795342227
256,0.6416789839791441
257,0.26781673185924504
258,0.6211539010632485
259,0.5560994609298682
260,0.452366820792502
261,0.5058199014179259
262,0.5378636098743392
263,0.4876277942065599
264,0.4930546567456524
265,0.4847562677610675
266,0.576531615595897
267,0.5812348822256581
268,0.5390301177088794
269,0.6762008274618374
270,0.5307001193607626
271,0.5691236958640999
272,0.5602784673298871
273,0.3563027884878629
274,0.32828807915808156
275,0.35920649665345294
276,0.35586021915028354
277,0.1982295691056315
278,0.2984020580455713
279,0.5300375854993362
280,0.6404540142023265
281,0.11590240050860601
282,0.3201866550617716
283,0.30358257515163345
284,0.38222758644966603
285,0.30669954549922096
286,-0.08714506094800356
287,0.08407006626319813
288,0.3262027136304404
289,-0.059052774813501685
290,0.4687464747419625
291,0.5404180258514266
292,0.24615088779506422
293,0.4167795048570966
294,0.4011098868625709
295,0.3740075422235982
296,0.3681934224556258
297,0.4316839045457428
298,0.42220208635462697
299,0.3192700889628135
300,0.46821164675870364
301,0.48745672943317686
302,0.452333244947539
303,0.2902719922916681
304,0.3908311338881134
305,0.3413336847885269
306,0.07795702544601468
307,0.3650125918185694
308,0.3649592585343804
309,0.12938681575696975
310,0.11450564949238995
311,0.023686255043095628
312,0.2275748680245684
313,0.6232656983466249
314,0.2799703051781286
315,0.2139815305892121
316,0.09759566665080044
317,0.24732533840363757
318,0.4678102314471353
319,0.32503919433474593
320,0.40448689015456907
321,0.5084107374691769
322,0.4193563860915326
323,-0.04120042952872183
324,-0.013524583141553137
325,-0.1831238966576887
326,-0.13938433528816496
327,0.38028219657255846
328,0.3739684798666367
329,-0.02120104779949017
330,-0.032137765975797095
331,0.5530871985371917
332,0.17533170995570302
333,0.3276986022911963
334,0.3949121883592497
335,0.35018773391733404
336,0.4332450251730364
337,0.04619057110646452
338,0.3095944357289575
339,0.5065668367185374
340,0.3697467824188614
341,0.4573944062122415
342,0.5242683550461251
343,0.295958993057738
344,0.24502526510994826
345,0.4377114080806699
346,0.3675396830473119
347,0.09350023876241664
348,0.3240317873726326
349,0.322778657875336
350,0.25492001421161703
351,0.39078917696298276
352,0.2900363877713623
353,0.48596254456994004
354,0.28454256085044705
355,0.4820515851703817
356,0.4611719559008094
357,0.37771203561051436
358,0.5774539361207403
359,0.6205955149023481
360,0.6779006137317509
361,0.47976676615980196
362,0.8104164023278848
363,0.6930794346170153
364,0.2269332624485223
365,0.2826854047199596
366,0.3220483876495486
367,0.08225057766392396
368,0.4796159890169598
369,0.5272274196375264
370,0.38288127664999294
371,0.7157643739361426
372,0.711517271947951
373,0.49271041013502526
374,0.004029676239230895
375,0.3024001414113471
376,0.6052615647222801
377,0.21817323782879683
378,0.7399338670633817
379,0.8304788342299965
380,0.9028159429452955
381,0.79348087429603
382,0.16600875946104665
383,0.43532557114547643
384,0.31970012057092134
385,0.14479390487131738
386,0.45401298027225323
387,0.6801776016653811
388,0.45435189779798435
389,0.03939405191958656
390,0.30066758290142914
391,0.6973644936904613
392,0.5012359980398386
393,0.7390962450466603
394,0.21166618893029465
395,0.11645427202843806
396,0.2133152434784158
397,0.729676084258525
398,0.3050265345365766
399,0.636928405080095
400,0.6544114322809982
401,0.7184780080211048
402,0.25526438347383973
403,0.2782291502104641
404,0.4310900127763304
405,0.2512876590107318
406,0.09711283112500979
407,0.3416326477995746
408,0.32551468719327303
409,0.2942052660444645
410,0.7222186613572319
411,0.3104817363391419
412,0.28211572552147146
413,0.1334806357548608
414,0.3999815150407322
415,0.5022592565760426
416,0.3430296139358546
417,0.2727926369303155
418,0.06949125016526736
419,0.06948915814440682
420,0.2793097606785828
421,0.34071765892006667
422,0.24253687104344834
423,0.2778223837258693
424,0.6752077602226372
